ProbeID	1 Avg_ctrl	1 Avg_treat	1 FoldChange	1 Rank_modT	1 Rank_WAD	1 RP_origPvalue	1 RP_correctedPvalue	1 Rank_RP	1 DEG	Homolog_GID	Description	Function	TAIR-annotation	AGI	Symbol	short_description
POPTR_0014s10880.2	49.22254356	114.8257695	2.332788215	159	273	6.0	0.029265306	158	DEG	AT1G02520.1	P-glycoprotein 11	---	"P-glycoprotein 11 (PGP11); FUNCTIONS IN: ATPase activity, coupled to transmembrane movement of substances; INVOLVED IN: transport, transmembrane transport; LOCATED IN: plasma membrane; EXPRESSED IN: callus; CONTAINS InterPro DOMAIN/s: ATPase, AAA+ type, core (InterPro:IPR003593), ABC transporter-like (InterPro:IPR003439), ABC transporter, transmembrane domain, type 1 (InterPro:IPR011527), ABC transporter integral membrane type 1 (InterPro:IPR017940), ABC transporter, transmembrane domain (InterPro:IPR001140), ABC transporter, conserved site (InterPro:IPR017871); BEST Arabidopsis thaliana protein match is: P-glycoprotein 12 (TAIR:AT1G02530.1); Has 844961 Blast hits to 391444 proteins in 4162 species: Archae - 14749; Bacteria - 659839; Metazoa - 18308; Fungi - 13140; Plants - 9783; Viruses - 35; Other Eukaryotes - 129107 (source: NCBI BLink)."	AT1G02520	PGP11	P-glycoprotein 1
POPTR_0011s11840.1	39.40456992	14.21732942	-2.771587318	318	567	3.0	0.026555556	144	DEG	AT3G14620.1	"cytochrome P450, family 72, subfamily A, polypeptide 8"	putative cytochrome P450	"cytochrome P450, family 72, subfamily A, polypeptide 8 (CYP72A8); FUNCTIONS IN: electron carrier activity, monooxygenase activity, iron ion binding, oxygen binding, heme binding; INVOLVED IN: response to cyclopentenone; LOCATED IN: endomembrane system; EXPRESSED IN: 19 plant structures; EXPRESSED DURING: 10 growth stages; CONTAINS InterPro DOMAIN/s: Cytochrome P450 (InterPro:IPR001128), Cytochrome P450, conserved site (InterPro:IPR017972), Cytochrome P450, E-class, group I (InterPro:IPR002401); BEST Arabidopsis thaliana protein match is: cytochrome P450, family 72, subfamily A, polypeptide 7 (TAIR:AT3G14610.1); Has 32806 Blast hits to 32698 proteins in 1616 species: Archae - 69; Bacteria - 4592; Metazoa - 11483; Fungi - 6886; Plants - 8292; Viruses - 3; Other Eukaryotes - 1481 (source: NCBI BLink)."	AT3G14620	CYP72A8	"cytochrome P450, family 72, subfamily A, polypeptide 8
POPTR_0002s08830.1	64.74882951	30.53874364	-2.120219164	738	480	0.0	0.043816667	275	DEG	AT2G25710.1	holocarboxylase synthase 1	Encodes holocarboxylase synthase.	"holocarboxylase synthase 1 (HCS1); FUNCTIONS IN: biotin-[acetyl-CoA-carboxylase] ligase activity, catalytic activity; INVOLVED IN: protein modification process; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Biotin protein ligase, C-terminal (InterPro:IPR003142), Biotin/lipoate A/B protein ligase (InterPro:IPR004143), Biotin--acetyl-CoA-carboxylase ligase (InterPro:IPR004408); BEST Arabidopsis thaliana protein match is: holocarboxylase synthetase 2 (TAIR:AT1G37150.2); Has 6062 Blast hits to 6058 proteins in 2314 species: Archae - 226; Bacteria - 4056; Metazoa - 119; Fungi - 135; Plants - 62; Viruses - 0; Other Eukaryotes - 1464 (source: NCBI BLink)."	AT2G25710	HCS1	holocarboxylase synthase 
POPTR_0016s05310.1	379.2350765	111.8842889	-3.38952931	68	34	1.0	0.016482759	72	DEG	AT3G57670.1	C2H2-type zinc finger family protein	---	"NO TRANSMITTING TRACT (NTT); CONTAINS InterPro DOMAIN/s: Zinc finger, C2H2-like (InterPro:IPR015880), Zinc finger, C2H2-type (InterPro:IPR007087); BEST Arabidopsis thaliana protein match is: WIP domain protein 4 (TAIR:AT3G20880.1); Has 16303 Blast hits to 11155 proteins in 263 species: Archae - 2; Bacteria - 36; Metazoa - 14565; Fungi - 231; Plants - 853; Viruses - 60; Other Eukaryotes - 556 (source: NCBI BLink)."	AT3G57670	WIP2	WIP domain protein 
POPTR_0003s08300.1	18.07655849	56.650482	3.133919657	3248	534	0.0	0.043738562	274	DEG	AT4G17640.2	casein kinase II  beta chain 2	Encodes casein kinase II beta (regulatory) subunit.	"casein kinase II  beta chain 2 (CKB2); FUNCTIONS IN: protein kinase regulator activity; INVOLVED IN: protein amino acid phosphorylation; LOCATED IN: protein kinase CK2 complex; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Casein kinase II, regulatory subunit, alpha-helical (InterPro:IPR016149), Casein kinase II, regulatory subunit, beta-sheet (InterPro:IPR016150), Casein kinase II, regulatory subunit (InterPro:IPR000704); BEST Arabidopsis thaliana protein match is: casein kinase II  beta chain 1 (TAIR:AT5G47080.4)."	AT4G17640	CKB2	casein kinase II  beta chain 
POPTR_0003s13340.1	159.3930385	18.17499661	-8.769907471	327	32	0	0	22	DEG	AT4G23630.1	VIRB2-interacting protein 1	---	"VIRB2-interacting protein 1 (BTI1); INVOLVED IN: biological_process unknown; LOCATED IN: endoplasmic reticulum, plasma membrane, endoplasmic reticulum membrane, vacuole; EXPRESSED IN: 26 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Reticulon (InterPro:IPR003388); BEST Arabidopsis thaliana protein match is: VIRB2-interacting protein 2 (TAIR:AT4G11220.1); Has 1242 Blast hits to 1240 proteins in 114 species: Archae - 0; Bacteria - 0; Metazoa - 705; Fungi - 11; Plants - 505; Viruses - 0; Other Eukaryotes - 21 (source: NCBI BLink)."	AT4G23630	RTNLB1	Reticulan like protein B
POPTR_0014s06710.1	40.20193291	9.871727988	-4.072431185	4434	758	0.0	0.048120805	323	DEG	AT2G45460.2	SMAD/FHA domain-containing protein 	---	"SMAD/FHA domain-containing protein ; LOCATED IN: chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 12 growth stages; CONTAINS InterPro DOMAIN/s: SMAD/FHA domain (InterPro:IPR008984), Forkhead-associated (FHA) domain (InterPro:IPR000253)."	---	---	--
POPTR_0009s04350.2	34.05440746	120.1265935	3.527490346	1021	93	0	0	26	DEG	AT5G59050.1	---	---	unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G54000.1); Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink).	---	---	--
POPTR_0046s00230.1	12.36444492	6.030246326	-2.050404619	77	2897	0.0	0.049662338	333	DEG	AT4G27680.1	P-loop containing nucleoside triphosphate hydrolases superfamily protein	---	"P-loop containing nucleoside triphosphate hydrolases superfamily protein; FUNCTIONS IN: nucleoside-triphosphatase activity, ATPase activity, nucleotide binding, ATP binding; LOCATED IN: endomembrane system; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: ATPase, AAA+ type, core (InterPro:IPR003593), ATPase, AAA-type, core (InterPro:IPR003959), ATPase, AAA-type, conserved site (InterPro:IPR003960); BEST Arabidopsis thaliana protein match is: P-loop containing nucleoside triphosphate hydrolases superfamily protein (TAIR:AT5G53540.1); Has 30260 Blast hits to 27737 proteins in 3108 species: Archae - 1486; Bacteria - 10702; Metazoa - 4856; Fungi - 3534; Plants - 2690; Viruses - 34; Other Eukaryotes - 6958 (source: NCBI BLink)."	---	---	--
POPTR_0001s28680.1	9.332198117	27.31880445	2.927370819	370	839	2.0	0.018037736	80	DEG	AT5G58560.1	Phosphatidate cytidylyltransferase family protein	---	"Phosphatidate cytidylyltransferase family protein; FUNCTIONS IN: phosphatidate cytidylyltransferase activity, transferase activity, transferring phosphorus-containing groups; INVOLVED IN: phospholipid biosynthetic process; LOCATED IN: membrane; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Phosphatidate cytidylyltransferase (InterPro:IPR000374); BEST Arabidopsis thaliana protein match is: vitamin E pathway gene 5 (TAIR:AT5G04490.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink)."	AT5G58560	FOLK	farnesol kinas
POPTR_0006s03100.1	21.94146407	49.14431543	2.239791988	337	610	0.0	0.037054264	220	DEG	AT5G19750.1	Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein	---	"Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: peroxisomal membrane, chloroplast, chloroplast envelope; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Mpv17/PMP22 (InterPro:IPR007248); BEST Arabidopsis thaliana protein match is: Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein (TAIR:AT2G14860.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink)."	---	---	--
POPTR_0006s19890.1	30.04009781	86.19402769	2.869299169	44	229	2.0	0.017381818	77	DEG	AT5G57990.1	ubiquitin-specific protease 23	Encodes a ubiquitin-specific protease.	"ubiquitin-specific protease 23 (UBP23); FUNCTIONS IN: ubiquitin-specific protease activity, ubiquitin thiolesterase activity; INVOLVED IN: ubiquitin-dependent protein catabolic process; LOCATED IN: chloroplast; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Peptidase C19, ubiquitin carboxyl-terminal hydrolase 2, conserved site (InterPro:IPR018200), Peptidase C19, ubiquitin carboxyl-terminal hydrolase 2 (InterPro:IPR001394); BEST Arabidopsis thaliana protein match is: ubiquitin-specific protease 19 (TAIR:AT2G24640.2); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink)."	AT5G57990	UBP23	ubiquitin-specific protease 2
POPTR_0014s09560.1	64.58815897	32.29732528	-1.999799005	4438	337	0.0	0.047483444	318	DEG	AT2G46530.1	auxin response factor 11	---	"auxin response factor 11 (ARF11); FUNCTIONS IN: sequence-specific DNA binding transcription factor activity; INVOLVED IN: response to hormone stimulus, regulation of transcription, DNA-dependent, regulation of transcription; LOCATED IN: nucleus; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Aux/IAA-ARF-dimerisation (InterPro:IPR011525), Transcriptional factor B3 (InterPro:IPR003340), AUX/IAA protein (InterPro:IPR003311), Auxin response factor (InterPro:IPR010525); BEST Arabidopsis thaliana protein match is: auxin response factor 18 (TAIR:AT3G61830.1); Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink)."	AT2G46530	ARF11	auxin response factor 1
POPTR_0009s08380.2	14.37249342	41.92034224	2.916706309	368	413	1.0	0.011116279	52	DEG	AT5G64460.1	Phosphoglycerate mutase family protein	---	"Phosphoglycerate mutase family protein; CONTAINS InterPro DOMAIN/s: Histidine phosphatase superfamily, clade-1 (InterPro:IPR013078); BEST Arabidopsis thaliana protein match is: Phosphoglycerate mutase family protein (TAIR:AT1G58280.1); Has 673 Blast hits to 673 proteins in 146 species: Archae - 0; Bacteria - 69; Metazoa - 2; Fungi - 310; Plants - 162; Viruses - 0; Other Eukaryotes - 130 (source: NCBI BLink)."	---	---	--
POPTR_0009s04250.1	483.5399568	174.318508	-2.773887652	861	50	3.0	0.025607143	135	DEG	AT5G59160.1	type one serine/threonine protein phosphatase 2	"Encodes the catalytic subunit of a Type 1 phosphoprotein Ser/Thr phosphatase, expressed in roots, shoots and flowers."	"type one serine/threonine protein phosphatase 2 (TOPP2); CONTAINS InterPro DOMAIN/s: Metallophosphoesterase (InterPro:IPR004843), Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase (InterPro:IPR006186); BEST Arabidopsis thaliana protein match is: type one serine/threonine protein phosphatase 5 (TAIR:AT3G46820.1); Has 7217 Blast hits to 7021 proteins in 626 species: Archae - 78; Bacteria - 572; Metazoa - 2410; Fungi - 1415; Plants - 989; Viruses - 12; Other Eukaryotes - 1741 (source: NCBI BLink)."	AT5G59160	TOPP2	type one serine/threonine protein phosphatase 
POPTR_0017s08590.1	21.69932996	45.27222937	2.086342272	66	719	0.0	0.039558621	250	DEG	AT4G13870.2	Werner syndrome-like exonuclease	Encodes a protein with homology to the exonuclease domain of hWRN-p of human protein Werner Syndrome Exonuclease (WEX). Forms a complex with the heterodimeric factor Ku. The interaction with KU stimulates WEX exonuclease activity.	"Werner syndrome-like exonuclease (WRNEXO); FUNCTIONS IN: protein binding, 3'-5' exonuclease activity, nucleic acid binding; INVOLVED IN: nucleobase, nucleoside, nucleotide and nucleic acid metabolic process; LOCATED IN: intracellular; CONTAINS InterPro DOMAIN/s: Polynucleotidyl transferase, ribonuclease H fold (InterPro:IPR012337), 3'-5' exonuclease (InterPro:IPR002562); BEST Arabidopsis thaliana protein match is: Polynucleotidyl transferase, ribonuclease H-like superfamily protein (TAIR:AT4G13885.1); Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink)."	AT4G13870	WRNEXO	Werner syndrome-like exonucleas
POPTR_0005s03490.1	41.8600621	18.91301035	-2.213294517	71	693	9.0	0.039109091	244	DEG	AT1G27170.2	transmembrane receptors;ATP binding	---	"transmembrane receptors;ATP binding; FUNCTIONS IN: transmembrane receptor activity, ATP binding; INVOLVED IN: signal transduction, defense response, apoptosis, innate immune response; CONTAINS InterPro DOMAIN/s: Leucine-rich repeat, typical subtype (InterPro:IPR003591), NB-ARC (InterPro:IPR002182), Leucine-rich repeat (InterPro:IPR001611), Disease resistance protein (InterPro:IPR000767), Toll-Interleukin receptor (InterPro:IPR000157); BEST Arabidopsis thaliana protein match is: disease resistance protein (TIR-NBS-LRR class), putative (TAIR:AT1G27180.1); Has 88149 Blast hits to 36022 proteins in 1268 species: Archae - 44; Bacteria - 5525; Metazoa - 17765; Fungi - 1406; Plants - 58458; Viruses - 8; Other Eukaryotes - 4943 (source: NCBI BLink)."	---	---	--
POPTR_0015s03440.1	66.49057633	187.7141115	2.823168663	625	134	3.0	0.020197183	93	DEG	AT5G07830.1	glucuronidase 2	"Belongs to the plant glycoside hydrolase family 79. Encodes a protein with several posttranslational modification sites including O-&#946;-GlcNAc attachment sites and serine-, threonine- and  tyrosine-phosphorylation sites, suggesting that this protein is extensively modified posttranslationally. The protein is predicted  (WoLF PSORT program) to be membrane-associated."	"glucuronidase 2 (GUS2); FUNCTIONS IN: beta-glucuronidase activity; LOCATED IN: cell wall, plant-type cell wall; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Glycoside hydrolase family 79, N-terminal (InterPro:IPR005199); BEST Arabidopsis thaliana protein match is: glucuronidase 1 (TAIR:AT5G61250.1); Has 380 Blast hits to 370 proteins in 68 species: Archae - 0; Bacteria - 29; Metazoa - 190; Fungi - 0; Plants - 134; Viruses - 0; Other Eukaryotes - 27 (source: NCBI BLink)."	AT5G07830	GUS2	glucuronidase 
POPTR_0004s23560.1	72.79168208	31.94465264	-2.278681284	36	402	8.0	0.037126214	221	DEG	AT1G57680.1	---	---	FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Uncharacterised conserved protein UCP031277 (InterPro:IPR016971); Has 70 Blast hits to 70 proteins in 19 species: Archae - 0; Bacteria - 0; Metazoa - 1; Fungi - 0; Plants - 66; Viruses - 0; Other Eukaryotes - 3 (source: NCBI BLink).	---	---	--
POPTR_0005s11290.1	825.0035995	1888.873618	2.289533791	172	36	7.0	0.031866667	176	DEG	AT2G17800.2	Arabidopsis RAC-like 1	A member of ROP GTPase family. Rac-like GTP-binding protein ARAC1/ATGP2. Encodes a geranylgeranylated GTP binding protein. Involved in the auxin-activated 26S proteasome-dependent Aux/IAA proteolysis pathway.	"Arabidopsis RAC-like 1 (ARAC1); FUNCTIONS IN: GTP binding; INVOLVED IN: auxin mediated signaling pathway, abscisic acid mediated signaling pathway; LOCATED IN: nucleus, cytoplasm, phragmoplast, spindle; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Ras GTPase (InterPro:IPR001806), Small GTP-binding protein (InterPro:IPR005225), Ras (InterPro:IPR013753), Small GTPase, Rho type (InterPro:IPR003578); BEST Arabidopsis thaliana protein match is: RAC-like 6 (TAIR:AT4G35950.1); Has 24222 Blast hits to 24193 proteins in 669 species: Archae - 9; Bacteria - 59; Metazoa - 12649; Fungi - 3497; Plants - 2694; Viruses - 20; Other Eukaryotes - 5294 (source: NCBI BLink)."	AT2G17800	ROP3	RHO-RELATED GTPASES FROM PLANTS 
POPTR_0009s04910.1	119.1621466	27.13707678	-4.391119485	1600	33	0	0	37	DEG	AT2G29700.1	pleckstrin homologue 1	Encodes a protein containing one PH (pleckstrin homology) domain with a short N-terminal extension	"pleckstrin homologue 1 (PH1); CONTAINS InterPro DOMAIN/s: Pleckstrin homology-type (InterPro:IPR011993), Pleckstrin homology (InterPro:IPR001849); BEST Arabidopsis thaliana protein match is: Pleckstrin homology (PH) domain superfamily protein (TAIR:AT5G05710.1); Has 2358 Blast hits to 2352 proteins in 131 species: Archae - 0; Bacteria - 0; Metazoa - 1854; Fungi - 32; Plants - 108; Viruses - 3; Other Eukaryotes - 361 (source: NCBI BLink)."	AT2G29700	PH1	pleckstrin homologue 
POPTR_0008s16780.1	37.42289296	90.30347191	2.413054277	116	302	5.0	0.025157895	133	DEG	AT3G23325.1	Splicing factor 3B subunit 5/RDS3 complex subunit 10	---	"Splicing factor 3B subunit 5/RDS3 complex subunit 10; CONTAINS InterPro DOMAIN/s: Splicing factor 3B subunit 5/RDS3 complex subunit 10 (InterPro:IPR009846), Splicing factor 3B, subunit 5 (InterPro:IPR017089); BEST Arabidopsis thaliana protein match is: Splicing factor 3B subunit 5/RDS3 complex subunit 10 (TAIR:AT4G14342.1); Has 334 Blast hits to 334 proteins in 171 species: Archae - 0; Bacteria - 0; Metazoa - 122; Fungi - 97; Plants - 62; Viruses - 0; Other Eukaryotes - 53 (source: NCBI BLink)."	---	---	--
